doi,title,abstract,author,published,container_title,type,subject,is_referenced_by_count,url,publisher,language,database,string_id,query_bibliographic
10.1016/j.engappai.2024.109752,"Special issue on: “Emerging industrial Digitalisation and machine learning applications in maintenance engineering, asset, and operations management”",,Christos Emmanouilidis; Ajith Parlikad; Giacomo Barbieri; David Romero,2025-2,Engineering Applications of Artificial Intelligence,journal-article,,1,https://doi.org/10.1016/j.engappai.2024.109752,Elsevier BV,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.5121/csit.2022.1212,Artificial Intelligence and Machine Learning,,,2022-7-23,,proceedings,,0,https://doi.org/10.5121/csit.2022.1212,Academy and Industry Research Collaboration Center (AIRCC),,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.5121/csit.2024.1418,Artificial Intelligence and Machine Learning,,,2024-9-28,,proceedings,,0,https://doi.org/10.5121/csit.2024.1418,Academy & Industry Research Collaboration Center,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1088/978-0-7503-6259-7ch1,"Artificial intelligence, machine learning, deep learning and generative artificial intelligence",,Vinod Kumar Khanna,2025-1-1,AI-Processor Electronics,book-chapter,,1,https://doi.org/10.1088/978-0-7503-6259-7ch1,IOP Publishing,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.70593/978-93-7185-139-8_4,Machine Learning Frameworks for Predictive Vehicle Design and Maintenance,,Rama Chandra Rao Nampalli,2025-11-15,Cognitive Mobility Systems: Artificial Intelligence-Driven Synergies in Automotive and Railway Engineering,book-chapter,,0,https://doi.org/10.70593/978-93-7185-139-8_4,Deep Science Publishing,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1016/bs.adcom.2020.11.005,Hardware accelerator systems for artificial intelligence and machine learning,,,2021,Advances in Computers; Hardware Accelerator Systems for Artificial Intelligence and Machine Learning,book-chapter,,18,https://doi.org/10.1016/bs.adcom.2020.11.005,Elsevier,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1016/b978-0-12-824054-0.00001-0,Application of artificial intelligence and machine learning in blockchain technology,,Zeeshan Ali Siddiqui; Mohd Haroon,2022,Artificial Intelligence and Machine Learning for EDGE Computing,book-chapter,,9,https://doi.org/10.1016/b978-0-12-824054-0.00001-0,Elsevier,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.2118/194590-ms,Machine Learning and Artificial Intelligence as a Complement to Condition Monitoring in a Predictive Maintenance Setting,"<jats:title>Abstract</jats:title>
               <jats:p>In recent years, the oil and gas industry has gained greater operational efficiencies and productivity by deploying advanced technologies, such as smart sensors, data analytics, artificial intelligence and machine learning — all linked via Internet of Things connectivity. This transformation is profound, but just starting. Leading offshore E&amp;P operators envision using such applications to help drive their production costs to as low as $7 per barrel or less. A large North Sea operator among them successfully deployed a low-manned platform in the Ivar Aasen field in December 2016, operating it via redundant control rooms — one on the platform, the other onshore 1,000 kilometers away in Trondheim, Norway. In January 2019, the offshore control room operators handed over the platform's control to the onshore operators, and it is now managed exclusively from the onshore one. One particular application — remote condition monitoring of equipment — supports a proactive, more predictive condition-based maintenance program, which is helping to ensure equipment availability, maximize utilization, and find ways to improve performance. This paper will explain the use case in greater detail, including insights into how artificial intelligence and machine learning are incorporated into this operational model. Also described will be the application of a closed-loop lifecycle platform management model, using the concepts of digital twins from pre-FEED and FEED phases through construction, commissioning, and an expected lifecycle spanning 20 years of operations. It is derived from an update to a paper presented at the 2018 SPE Offshore Technology Conference (OTC) that introduced the use case in its 2017-18 operating model, but that was before the debut of the platform's exclusive monitoring of its operations by its onshore control room.</jats:p>",Stig Settemsdal,2019-4-8,SPE Oil and Gas India Conference and Exhibition,proceedings-article,,8,https://doi.org/10.2118/194590-ms,SPE,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1016/j.engappai.2022.105287,"Machine Learning, Deep Learning and Statistical Analysis for forecasting building energy consumption — A systematic review",,Mohamad Khalil; A. Stephen McGough; Zoya Pourmirza; Mehdi Pazhoohesh; Sara Walker,2022-10,Engineering Applications of Artificial Intelligence,journal-article,,273,https://doi.org/10.1016/j.engappai.2022.105287,Elsevier BV,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1201/9781003480860-1,Introduction to Machine Learning Fundamentals,,Ritesh Kumar Dewangan; Vinita Dewangan; Pallavi P. Khobragade,2024-9-20,Data Analytics and Artificial Intelligence for Predictive Maintenance in Smart Manufacturing,book-chapter,,0,https://doi.org/10.1201/9781003480860-1,CRC Press,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1016/b978-0-12-822000-9.00015-x,"Artificial intelligence, machine learning, and bioethics in clinical medicine",,Jason Adam Wasserman; Hedy S. Wald,2024,Machine Learning and Artificial Intelligence in Radiation Oncology,book-chapter,,5,https://doi.org/10.1016/b978-0-12-822000-9.00015-x,Elsevier,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.23977/jaip.2026.090114,Evaluation on Digital Design System of Assembled Building Based on Machine Learning Algorithm,,,2026,Journal of Artificial Intelligence Practice,journal-article,,0,https://doi.org/10.23977/jaip.2026.090114,"Clausius Scientific Press, Inc.",,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.70593/978-81-981271-8-1_2,"Artificial intelligence, machine learning, and deep learning applications in smart and sustainable industry transformation","<jats:p>Continued integration of artificial intelligence (AI), machine learning (ML), and deep learning (DL) with modern, smart and sustainable industry domain provide a springboard to the Industry 4.0, Industry 5.0, and Society 5.0. These technologies revolutionize operational efficiency, sustainability, and innovation in many industries. Predictive maintenance scheduling powered by AI lowers downtime and reduces operation expenses. ML algorithms help effective demand forecasting and inventory management to make better use of available resources. Through the use of DL practices, robust quality control and defect identification for example are possible all due to the advancement in manufacturing product quality. In addition, AI-powered automation in manufacturing has the ability to scale and flex fuelling an agile industrial world. A smart grid with AI integration helps in bringing energy sustainability and efficiency by optimizing the energy distribution and pattern of consumption. AI and ML powered autonomous systems reinforce the systems that analyse data in real-time, that improve delivery performance and reduce carbon footprints in logistics and supply chain management. Moreover, the AI applications in the environmental monitoring, supports sustainability, which provides the actionable results in controlling the pollution and managing the resources. We see them working along with human individuals such as cobots which shows AI is supporting the human-centric design in Industry 5.0. The AI, ML and DL convergence has played a key role in the transformation towards the smart and sustainable industry and paved way for innovative as well as sustainable solution in the contemporary industrial scenario.</jats:p>",Nitin Liladhar Rane; Ömer Kaya; Jayesh Rane,2024-10-14,"Artificial Intelligence, Machine Learning, and Deep Learning for Sustainable Industry 5.0",book-chapter,,7,https://doi.org/10.70593/978-81-981271-8-1_2,Deep Science Publishing,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1201/9781003497189-2,Building a Sustainable Future,,Iti Batra; Seema Nath Jain,2024-10-28,Artificial Intelligence and Machine Learning for Sustainable Development,book-chapter,,1,https://doi.org/10.1201/9781003497189-2,CRC Press,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
