id_unico,criterio_agrupamento,n_registros_agrupados,bases_origem,strings_origem,titulos_originais,ids_brutos_agrupados
REG_00238,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Improving FM task efficiency through BIM: a proposal for BIM implementation,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00237|WOS::WOS_NUCLEO_01_20260708_part01.ris::00538
REG_00239,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario,Failing to plan – planning to fail: How early phase planning can improve buildings’ lifetime value creation,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00238|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00324
REG_00242,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,"Automated Approaches Towards BIM-Based Intelligent Decision Support in Design, Construction, and Facility Operations || Automated approaches towards BIM-based intelligent decision support in design, construction, and facility operations",SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00241|WOS::WOS_NUCLEO_01_20260708_part01.ris::00252
REG_00243,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a3_priorizacao_estrategia_manutencao,An integrated structural health monitoring tool using building information modeling,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00242|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00371
REG_00245,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Research on a Calculation Model and Control Measures for Carbon Emission of Buildings,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00244|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00674
REG_00247,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Precast industry contributed toward green construction,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00246|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00675
REG_00264,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Life Cycle Energy and Carbon Analysis of Single Family Residential Buildings: Atlanta Case Study,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00263|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00657
REG_00273,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Environmental sustainability scholarship and the efforts of the sport sector: A rapid review of literature,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00272|WOS::WOS_NUCLEO_01_20260708_part01.ris::00293
REG_00276,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Innovative and sustainable operation and maintenance of bridges,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00275|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00678
REG_00279,titulo_normalizado,6,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_01|wos_nucleo_02|wos_nucleo_04,A Roadmap to Design Zero Net Energy Buildings Design and Performance Standards for the University of Hawaii || A roadmap to design zero net energy buildings: Design and performance standards for the University of Hawaii,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00278|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00327|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00677|WOS::WOS_NUCLEO_01_20260708_part01.ris::00556|WOS::WOS_NUCLEO_02_20260708_part01.ris::00251|WOS::WOS_NUCLEO_04_20260708_part01.ris::00297
REG_00280,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario,Development of Building Information Modelling (BIM) model to enhance services in maintenance of public building,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00279|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00320
REG_00287,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a3_priorizacao_estrategia_manutencao,BIM based bridge management system,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00286|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00378
REG_00301,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Challenges in building climate-resilient quality energy infrastructure in Africa,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00300|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00680
REG_00307,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Assessment of combo-technology based on its sustainability and life cycle implications,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00306|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00679
REG_00312,titulo_normalizado,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Cyber physical systems implementation for asset management improvement: A framework for the transition,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00311|WOS::WOS_NUCLEO_01_20260708_part01.ris::00572
REG_00318,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Building asset management system: A performance evaluation approach,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00317|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00673
REG_00320,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|wos_nucleo_02,"Space, Like Time, Is Money: Evaluating Space Utilisation in Saudi Arabian Universities",SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00319|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00326|WOS::WOS_NUCLEO_02_20260708_part01.ris::00194
REG_00342,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario,Sustainable e-Operation for University Campus. G.I.S Contribution,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00342|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00325
REG_00364,titulo_normalizado,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|wos_nucleo_02,Pathways to a Low Carbon Economy: The Evolving Role of the University of the Philippines || Pathways to a low carbon economy: The evolving role of the University of the Philippines,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00364|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00332|WOS::WOS_NUCLEO_02_20260708_part01.ris::00250
REG_00365,doi_e_titulo,5,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a3_priorizacao_estrategia_manutencao|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_01|wos_nucleo_04,A Fuzzy-AHP-Based Decision Support System for Maintenance Strategy Selection in Facility Management || A fuzzy-AHP-based decision support system for maintenance strategy selection in facility management,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00365|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00381|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00681|WOS::WOS_NUCLEO_01_20260708_part01.ris::00040|WOS::WOS_NUCLEO_04_20260708_part01.ris::00055
REG_00366,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Vehicle's lightweight design vs. electrification from life cycle assessment perspective,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00366|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00682|WOS::WOS_NUCLEO_04_20260708_part01.ris::00211
REG_00369,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,A method for analysis of maritime transportation systems in the life cycle approach - The oil tanker example || A method for analysis of maritime transportation systems in the life cycle approach – The oil tanker example,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00369|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00683|WOS::WOS_NUCLEO_04_20260708_part01.ris::00190
REG_00370,doi_e_titulo,2,Crossref|Scopus,crossref_nucleo_a3|scopus_nucleo_a1_manutencao_sustentabilidade,Ecological footprint of the use and maintenance phase of buildings: Maintenance tasks and final results,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00370|CROSSREF::crossref_nucleo_a3_raw.csv::00096
REG_00371,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|wos_nucleo_02,Transformation of a university building into a zero energy building in Mediterranean climate,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00371|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00333|WOS::WOS_NUCLEO_02_20260708_part01.ris::00000
REG_00372,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Deployable Bamboo Structure Project: A Building Life-Cycle Report || Deployable bamboo structure project: A building life-cycle report,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00372|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00684|WOS::WOS_NUCLEO_04_20260708_part01.ris::00189
REG_00383,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Comparative building performance evaluation of a 'sustainable' community centre and a public library building || Comparative building performance evaluation of a ‘sustainable’ community centre and a public library building,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00383|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00685|WOS::WOS_NUCLEO_04_20260708_part01.ris::00327
REG_00388,doi_e_titulo,2,Crossref|Scopus,crossref_nucleo_a2|scopus_nucleo_a1_manutencao_sustentabilidade,Capability challenges of facility management (FM) personnel toward sustainability agenda,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00388|CROSSREF::crossref_nucleo_a2_raw.csv::00189
REG_00395,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_04,The impact of renovation measures on building environmental performance: An emergy approach,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00395|WOS::WOS_NUCLEO_04_20260708_part01.ris::00284
REG_00399,titulo_normalizado,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,EMBEDDING LIFE CYCLE COSTING IN 5D BIM || Embedding life cycle costing in 5D BIM,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00399|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00686|WOS::WOS_NUCLEO_04_20260708_part01.ris::00286
REG_00409,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Realising Operational Energy Performance in Non-Domestic Buildings: Lessons Learnt from Initiatives Applied in Cambridge || Realising operational energy performance in non-domestic buildings: Lessons learnt from initiatives applied in Cambridge,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00409|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00687|WOS::WOS_NUCLEO_04_20260708_part01.ris::00497
REG_00414,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Factors influencing sustainability of communally-managed water facilities in rural areas of Zimbabwe,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00414|WOS::WOS_NUCLEO_01_20260708_part01.ris::00427
REG_00415,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,AHP-ANP-Fuzzy Integral Integrated Network for Evaluating Performance of Innovative Business Models for Sustainable Building,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00415|WOS::WOS_NUCLEO_01_20260708_part01.ris::00093
REG_00425,doi_e_titulo,4,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_01|wos_nucleo_04,Reliability-Centered Asset Management of Wind Turbines - A Holistic Approach for a Sustainable and Cost-Optimal Maintenance Strategy || Reliability-centered asset management of wind turbines - A holistic approach for a sustainable and cost-optimal maintenance strategy,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00425|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00688|WOS::WOS_NUCLEO_01_20260708_part01.ris::00137|WOS::WOS_NUCLEO_04_20260708_part01.ris::00148
REG_00426,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Environmental impacts of the rental business model compared to the conventional business model: a Korean case of water purifier for home use,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00426|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00689|WOS::WOS_NUCLEO_04_20260708_part01.ris::00123
REG_00431,doi,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Hierarchy based information requirements for sustainable operations of buildings in Qatar || Hierarchy based information requirements for sustainable operations of buildings in QatarSergio,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00431|WOS::WOS_NUCLEO_01_20260708_part01.ris::00368
REG_00438,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Life Cycle Energy Assessment of a Multi-storey Residential Building,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00438|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00690
REG_00440,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,"Life-Cycle Approach to Collecting, Managing, and Sharing Transportation Infrastructure Asset Data",SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00440|WOS::WOS_NUCLEO_01_20260708_part01.ris::00354
REG_00443,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Improved Methodology of Weather Window Prediction for Offshore Operations Based on Probabilities of Operation Failure || Improved methodology of weather window prediction for offshore operations based on probabilities of operation failure,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00443|WOS::WOS_NUCLEO_01_20260708_part01.ris::00529
REG_00446,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Economic and Energy Life Cycle Assessment of aerogel-based thermal renders,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00446|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00691|WOS::WOS_NUCLEO_04_20260708_part01.ris::00093
REG_00452,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Life cycle evaluation of hydrogen and other potential fuels for aircrafts,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00452|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00692|WOS::WOS_NUCLEO_04_20260708_part01.ris::00138
REG_00453,doi_e_titulo,4,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_01|wos_nucleo_04,Analysis of the influence of wood cladding on the thermal behavior of building facades; characterization through simulation by using different tools and comparative testing validation || Analysis of the influence of wood cladding on the thermal behavior of building façades; characterization through simulation by using different tools and comparative testing validation,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00453|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00693|WOS::WOS_NUCLEO_01_20260708_part01.ris::00480|WOS::WOS_NUCLEO_04_20260708_part01.ris::00323
REG_00463,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,"One Year Temperature and Heat Pump Performance for a Micro-Community of low Carbon Dwellings, in Wales, UK || One year temperature and heat pump performance for a micro-community of low carbon dwellings, in Wales, UK",SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00463|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00694|WOS::WOS_NUCLEO_04_20260708_part01.ris::00455
REG_00464,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Quality of Care in Performance-Based Financing: How It Is Incorporated in 32 Programs Across 28 Countries || Quality of care in performance-based financing: How it is incorporated in 32 programs across 28 countries,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00464|WOS::WOS_NUCLEO_01_20260708_part01.ris::00602
REG_00469,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Waste management in green building operations using GSCM,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00469|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00695
REG_00475,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Asset management for buildings within the framework of building information modeling development,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00475|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00696
REG_00476,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_04,Carbon management of infrastructure performance: Integrated big data analytics and pavement-vehicle-interactions,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00476|WOS::WOS_NUCLEO_04_20260708_part01.ris::00404
REG_00478,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_02,Efficient Energy Solutions Enabling Smart City Deployment || Efficient energy solutions: Enabling smart city deployment,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00478|WOS::WOS_NUCLEO_02_20260708_part01.ris::00415
REG_00485,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Life cycle cost analysis: Green vs conventional buildings in Sri Lanka,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::00485|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00697
